Age,Gender,Nationality,City,City_Tier,Marital_Status,Education,Employment_Status,Monthly_Income_AED,Has_Credit_Card,Has_Loyalty_Card,Shopping_Frequency,Preferred_Channel,Preferred_Category,Avg_Monthly_Purchases,Avg_Basket_Size_AED,Returns_Per_Year,Discount_Seeker,Social_Media_Hours_Daily,Primary_Social_Platform,Responds_To_Influencer_Ads,Clicks_Email_Campaigns,App_Sessions_Per_Week,Last_Online_Purchase_Days,Brand_Loyalty_Score,NPS_Score,Customer_Tenure_Months,Support_Tickets_Last_Year,Referrals_Made,Shops_During_Ramadan,Shops_During_DSF,Prefers_Arabic_Content,Uses_Buy_Now_Pay_Later,Will_Buy,Max_Spend
18,Male,Jordanian,Sharjah,Tier 2,Married,Masters,Employed Full-Time,21618,0,1,Weekly,Both,Sports,8,2133,9,1,1.4,Instagram,1,1,23,16,5,3,115,6,0,1,0,1,0,0,10653
33,Female,Indian,Abu Dhabi,Tier 1,Single,Bachelors,Employed Full-Time,7187,1,1,Monthly,Both,Fashion,9,1337,0,0,2.2,Snapchat,0,1,22,62,5,10,91,6,7,0,0,0,1,1,3513
56,Male,Other,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,11135,1,1,Weekly,Online,Luxury,19,1455,2,1,4.8,Snapchat,0,1,29,65,7,10,15,7,4,1,0,1,0,1,5129
22,Male,Filipino,Abu Dhabi,Tier 1,Married,Bachelors,Student,2189,1,1,Weekly,Online,Electronics,2,2211,1,0,6.9,TikTok,0,1,12,112,10,9,76,5,0,1,1,0,1,0,5833
39,Male,Indian,Dubai,Tier 1,Married,High School,Employed Full-Time,4789,0,0,Monthly,Online,Fashion,7,2702,8,1,7.2,Twitter X,1,1,26,179,8,10,45,4,3,1,1,0,0,0,4237
46,Male,Indian,Dubai,Tier 1,Single,Bachelors,Self-Employed,21947,1,0,Rarely,Online,Luxury,11,492,0,1,6.7,YouTube,1,1,23,36,9,6,97,6,1,1,1,0,1,1,8129
20,Male,Filipino,Abu Dhabi,Tier 1,Married,Masters,Employed Full-Time,18364,1,1,Daily,In-Store,Sports,13,1236,1,1,0.8,TikTok,1,0,27,163,5,3,21,1,8,0,0,1,0,0,6418
29,Female,Lebanese,Ajman,Tier 3,Single,Bachelors,Unemployed,1068,0,1,Bi-Weekly,In-Store,Beauty,10,87,0,0,6.7,TikTok,1,1,16,24,2,10,89,5,9,1,1,0,1,1,2183
43,Male,Lebanese,Dubai,Tier 1,Married,PhD,Student,1476,1,1,Weekly,Both,Sports,15,2189,8,0,7.2,Snapchat,0,1,5,69,2,0,40,7,5,1,0,0,0,1,3413
33,Female,Indian,Dubai,Tier 1,Married,High School,Self-Employed,21886,1,1,Weekly,In-Store,Fashion,7,2728,6,1,0.9,Facebook,0,1,28,119,5,9,47,3,8,1,1,1,1,1,14755
54,Male,Indian,Ajman,Tier 3,Single,Bachelors,Student,2856,1,1,Weekly,In-Store,Home and Living,6,2769,0,1,3.6,Facebook,0,1,28,157,5,3,86,5,0,1,1,0,0,1,3371
39,Male,Emirati,Sharjah,Tier 2,Married,Masters,Employed Part-Time,29266,1,1,Bi-Weekly,Both,Electronics,12,2198,9,1,4.5,Instagram,1,1,26,129,5,10,61,3,0,1,1,0,1,1,11723
46,Male,British,Sharjah,Tier 2,Married,Bachelors,Student,2042,1,1,Monthly,Both,Luxury,3,556,5,1,2.2,Instagram,1,1,12,123,6,5,14,5,3,1,1,0,1,1,2001
31,Female,Emirati,Dubai,Tier 1,Married,High School,Employed Full-Time,7062,1,1,Weekly,In-Store,Beauty,16,2276,4,0,4.4,YouTube,0,0,28,137,8,4,72,3,1,1,0,1,0,0,6644
45,Male,Pakistani,Ras Al Khaimah,Tier 3,Married,Diploma,Employed Full-Time,23446,0,0,Monthly,Both,Food and Dining,9,2381,9,1,7.1,Instagram,0,0,11,100,5,3,88,2,0,1,0,0,0,1,8408
22,Male,Egyptian,Dubai,Tier 1,Single,Masters,Employed Part-Time,13084,1,1,Bi-Weekly,In-Store,Beauty,10,404,4,1,7.0,Snapchat,0,1,2,15,3,1,67,3,5,1,1,1,0,0,2363
64,Female,Other,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,24641,1,0,Weekly,Both,Groceries,13,1977,3,1,7.5,Twitter X,0,0,29,74,9,9,76,1,7,1,1,0,1,1,14233
47,Male,Indian,Dubai,Tier 1,Single,Masters,Employed Full-Time,26588,1,1,Bi-Weekly,Online,Beauty,8,1608,2,0,4.1,TikTok,0,1,15,144,4,10,47,2,0,1,1,0,0,0,5872
63,Male,Indian,Abu Dhabi,Tier 1,Married,Masters,Employed Full-Time,23184,1,0,Weekly,Online,Groceries,6,2023,7,0,3.6,Snapchat,0,1,4,176,8,5,86,1,9,1,1,0,0,0,11164
22,Male,Egyptian,Dubai,Tier 1,Married,Masters,Employed Full-Time,24375,0,1,Weekly,Both,Fashion,3,537,6,0,5.5,Instagram,1,1,1,36,9,5,16,5,9,1,1,0,0,1,4158
29,Female,Egyptian,Abu Dhabi,Tier 1,Single,Masters,Employed Part-Time,31668,0,1,Monthly,In-Store,Travel,12,1055,4,0,3.6,YouTube,0,1,10,53,7,5,71,3,5,1,0,1,1,0,11818
33,Female,Indian,Dubai,Tier 1,Married,High School,Employed Full-Time,9957,0,1,Monthly,Both,Groceries,9,328,8,1,0.8,Instagram,0,0,3,79,3,3,18,2,0,1,1,0,0,0,1726
43,Male,Other,Dubai,Tier 1,Single,Bachelors,Unemployed,1461,1,1,Monthly,Both,Beauty,9,2641,6,1,5.9,TikTok,1,0,21,131,10,7,45,5,7,1,1,1,1,1,4043
43,Male,Jordanian,Abu Dhabi,Tier 1,Married,High School,Student,4858,1,1,Weekly,Online,Electronics,11,699,9,0,2.6,Snapchat,1,1,0,147,6,0,23,0,5,0,0,1,1,0,2487
38,Female,Indian,Ajman,Tier 3,Single,High School,Student,3939,1,1,Weekly,In-Store,Electronics,6,404,1,0,0.9,Twitter X,1,0,12,41,7,9,26,3,0,1,0,0,1,1,2074
56,Female,Indian,Ras Al Khaimah,Tier 3,Married,PhD,Employed Full-Time,38888,1,0,Monthly,Both,Home and Living,2,2292,6,1,0.7,Instagram,1,1,17,37,7,7,102,6,8,0,1,0,0,1,12632
53,Male,Filipino,Dubai,Tier 1,Single,Bachelors,Employed Full-Time,14548,1,1,Weekly,Both,Travel,7,853,6,0,7.5,TikTok,1,1,15,136,8,7,66,2,0,1,1,1,0,1,6157
50,Female,Lebanese,Sharjah,Tier 2,Married,Masters,Unemployed,873,0,1,Monthly,Both,Beauty,9,2190,3,0,2.4,TikTok,0,1,1,88,10,4,2,5,8,0,0,0,0,0,2671
47,Male,Emirati,Abu Dhabi,Tier 1,Married,Masters,Student,4790,1,1,Monthly,Both,Fashion,19,2530,7,0,3.9,TikTok,0,0,8,14,5,8,22,2,2,1,0,0,1,0,4135
54,Female,British,Dubai,Tier 1,Single,PhD,Self-Employed,28146,0,1,Monthly,Both,Electronics,18,607,3,0,7.6,Twitter X,0,1,26,35,5,8,115,2,7,0,0,0,0,1,10494
40,Female,Egyptian,Dubai,Tier 1,Married,Masters,Employed Full-Time,31079,1,0,Weekly,Both,Travel,12,1100,6,0,4.0,Instagram,1,0,11,144,2,9,38,4,7,0,1,0,1,0,7313
27,Male,Indian,Sharjah,Tier 2,Married,Bachelors,Employed Part-Time,18167,1,0,Rarely,Online,Sports,11,211,3,1,1.1,Facebook,1,0,4,71,2,3,42,2,6,0,1,0,0,0,6616
22,Female,British,Ras Al Khaimah,Tier 3,Married,Bachelors,Self-Employed,6014,1,1,Monthly,Online,Food and Dining,10,2198,7,0,4.6,Twitter X,1,0,4,163,4,1,28,0,1,0,1,0,0,0,3128
53,Female,Other,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,8624,1,1,Bi-Weekly,In-Store,Electronics,3,748,2,0,1.2,LinkedIn,0,1,21,8,7,0,63,3,2,1,1,1,0,1,3221
51,Female,Emirati,Abu Dhabi,Tier 1,Married,Bachelors,Employed Part-Time,23992,0,0,Monthly,Online,Travel,12,2023,1,1,1.2,Snapchat,0,1,12,12,8,7,17,3,4,1,1,0,1,1,13502
48,Male,Indian,Abu Dhabi,Tier 1,Single,Bachelors,Self-Employed,24309,1,1,Daily,Online,Travel,4,2255,9,1,6.9,TikTok,1,1,15,177,3,7,115,3,4,0,1,1,0,1,11700
27,Male,Pakistani,Dubai,Tier 1,Single,Bachelors,Self-Employed,9868,0,0,Weekly,Both,Travel,10,541,5,0,2.7,TikTok,0,0,25,110,1,10,112,2,1,1,0,0,0,0,1876
36,Male,Other,Sharjah,Tier 2,Married,Masters,Employed Full-Time,21502,1,0,Monthly,Both,Electronics,2,2042,6,1,5.6,YouTube,0,0,18,80,4,6,82,3,0,1,1,0,0,0,7253
49,Female,Other,Sharjah,Tier 2,Married,Diploma,Employed Part-Time,4804,0,0,Weekly,Both,Sports,12,1082,6,0,4.3,LinkedIn,1,0,8,115,6,10,59,0,4,1,0,1,0,0,3488
18,Male,Pakistani,Dubai,Tier 1,Single,Masters,Unemployed,39,0,1,Bi-Weekly,In-Store,Beauty,11,1970,5,1,2.2,TikTok,1,0,15,68,6,2,115,6,4,1,0,1,0,0,2469
22,Male,American,Ajman,Tier 3,Single,Masters,Employed Part-Time,22238,1,0,Bi-Weekly,In-Store,Home and Living,14,873,7,0,4.4,YouTube,0,0,18,163,9,2,2,6,2,1,1,0,0,0,5245
62,Female,Filipino,Dubai,Tier 1,Married,Bachelors,Self-Employed,4384,1,0,Weekly,Online,Beauty,15,728,5,0,1.0,Twitter X,0,1,3,45,7,9,99,4,7,0,1,0,0,1,3140
21,Male,Filipino,Fujairah,Tier 3,Divorced,High School,Self-Employed,15316,1,0,Bi-Weekly,Both,Sports,14,1928,5,1,3.1,LinkedIn,1,0,27,41,9,7,79,0,5,0,1,0,1,1,4455
33,Female,Indian,Dubai,Tier 1,Single,Bachelors,Self-Employed,23638,1,1,Rarely,Online,Food and Dining,12,835,2,1,4.4,Facebook,1,0,14,61,10,10,79,4,1,1,0,0,1,1,7648
41,Male,Indian,Dubai,Tier 1,Married,Masters,Self-Employed,10421,1,0,Weekly,In-Store,Sports,2,1883,1,1,2.2,LinkedIn,0,1,8,76,5,7,108,3,1,1,0,0,0,1,4822
33,Female,Indian,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,23132,1,0,Monthly,Online,Sports,2,1041,6,1,5.5,LinkedIn,1,1,15,143,5,1,116,6,3,1,1,0,1,0,9904
19,Male,Filipino,Abu Dhabi,Tier 1,Married,Masters,Employed Full-Time,17017,1,0,Monthly,Online,Home and Living,1,160,5,1,0.9,Instagram,0,0,25,99,5,0,109,5,5,1,0,0,1,0,6658
45,Male,Emirati,Dubai,Tier 1,Single,Bachelors,Employed Full-Time,11726,0,1,Bi-Weekly,Online,Sports,15,2938,0,1,4.1,YouTube,1,1,23,67,5,0,119,1,8,0,1,0,1,1,6252
49,Male,Other,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,15199,1,0,Weekly,In-Store,Groceries,10,2300,1,0,5.9,TikTok,1,0,5,2,4,10,98,6,7,1,1,0,0,1,8442
44,Male,Indian,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,9403,0,0,Bi-Weekly,Both,Groceries,1,1833,1,0,3.7,TikTok,1,0,7,122,6,0,50,6,7,1,1,1,1,0,5609
37,Female,Indian,Sharjah,Tier 2,Single,Bachelors,Employed Full-Time,10151,1,1,Rarely,In-Store,Luxury,1,1138,0,1,7.1,Twitter X,0,0,0,134,1,2,15,4,1,1,0,0,0,0,3259
41,Female,Filipino,Dubai,Tier 1,Married,Bachelors,Student,2705,1,1,Weekly,Both,Electronics,1,1788,2,1,5.2,Facebook,0,0,13,16,2,0,18,7,3,1,1,1,0,1,3234
29,Female,British,Abu Dhabi,Tier 1,Single,Masters,Employed Full-Time,22131,1,0,Bi-Weekly,Both,Sports,11,1234,4,1,7.7,LinkedIn,0,0,3,23,9,7,77,0,5,1,1,1,0,1,4407
52,Male,Emirati,Dubai,Tier 1,Married,Masters,Employed Full-Time,18876,1,0,Rarely,Both,Luxury,12,2511,3,0,2.6,TikTok,1,1,9,95,6,7,38,0,5,1,1,0,0,1,3639
50,Male,Indian,Sharjah,Tier 2,Married,Bachelors,Employed Full-Time,4100,0,0,Monthly,Both,Beauty,15,1718,1,1,7.5,TikTok,0,0,26,114,6,8,8,5,9,0,1,1,1,0,5579
50,Male,Other,Dubai,Tier 1,Married,Masters,Self-Employed,14388,0,1,Monthly,In-Store,Travel,14,2787,7,1,5.1,Instagram,0,0,15,41,10,3,80,7,5,1,0,0,1,0,4347
60,Female,Indian,Ras Al Khaimah,Tier 3,Single,Bachelors,Employed Full-Time,13504,1,1,Rarely,Both,Beauty,1,1778,8,1,6.1,TikTok,1,0,3,158,4,7,20,6,7,1,1,1,1,1,5273
54,Female,Indian,Sharjah,Tier 2,Married,Diploma,Employed Full-Time,14988,0,1,Weekly,In-Store,Fashion,1,2363,7,0,7.3,Facebook,0,0,1,119,5,6,60,6,7,0,1,0,0,0,5208
29,Male,Jordanian,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,18531,0,0,Monthly,Online,Groceries,6,621,6,0,4.6,TikTok,0,0,1,122,9,3,26,1,6,0,0,0,0,1,3736
20,Male,Emirati,Abu Dhabi,Tier 1,Married,Masters,Student,1919,0,1,Bi-Weekly,Online,Travel,3,254,9,0,7.0,TikTok,0,0,12,55,2,0,35,4,4,0,0,0,1,0,1384
18,Female,Pakistani,Dubai,Tier 1,Married,Bachelors,Unemployed,1628,1,0,Weekly,Online,Food and Dining,14,633,1,1,4.6,Instagram,0,0,10,132,3,10,81,7,5,0,1,1,0,1,4125
50,Female,Indian,Dubai,Tier 1,Married,Bachelors,Unemployed,1156,0,0,Bi-Weekly,Online,Groceries,6,2270,5,1,5.0,Twitter X,0,1,9,110,10,2,26,4,5,1,1,1,1,0,6170
57,Female,Indian,Ajman,Tier 3,Divorced,Bachelors,Employed Full-Time,15693,0,0,Daily,Both,Fashion,8,357,3,1,3.8,Instagram,0,1,24,100,8,7,18,7,2,0,1,0,0,1,3843
27,Female,Indian,Ajman,Tier 3,Married,Bachelors,Employed Part-Time,7167,1,1,Weekly,Both,Fashion,15,499,4,0,1.6,Facebook,1,0,5,28,9,7,44,0,2,1,0,1,1,1,2745
60,Male,Emirati,Dubai,Tier 1,Married,Bachelors,Employed Part-Time,9380,1,0,Weekly,Both,Beauty,17,111,8,1,4.7,TikTok,0,1,6,178,5,1,7,7,6,1,0,0,1,0,2672
61,Male,Indian,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,17823,1,0,Weekly,In-Store,Home and Living,9,1533,8,1,7.8,Instagram,1,0,26,28,3,6,108,4,5,1,1,0,1,1,7574
46,Female,Emirati,Sharjah,Tier 2,Single,Diploma,Employed Full-Time,15629,1,0,Weekly,Both,Home and Living,16,524,3,1,6.4,LinkedIn,0,1,26,123,1,0,35,1,4,0,0,1,1,0,6126
30,Female,Lebanese,Abu Dhabi,Tier 1,Single,Masters,Employed Full-Time,23778,0,1,Monthly,Online,Luxury,1,1645,7,0,6.1,TikTok,0,0,14,26,2,3,12,7,5,1,1,0,0,0,4206
29,Male,Pakistani,Dubai,Tier 1,Married,Masters,Self-Employed,28287,0,1,Weekly,Both,Sports,16,2183,4,1,5.3,Snapchat,0,0,19,167,4,6,111,4,5,1,0,1,0,0,9980
48,Female,Pakistani,Dubai,Tier 1,Married,Masters,Employed Full-Time,14224,0,0,Bi-Weekly,Both,Fashion,19,2009,8,0,3.1,Facebook,0,0,18,13,4,3,113,7,3,1,1,1,1,1,8707
63,Female,Other,Dubai,Tier 1,Married,Diploma,Employed Full-Time,24797,1,1,Monthly,Both,Groceries,9,1080,1,0,1.8,Facebook,1,0,2,71,5,3,44,4,4,1,1,1,0,1,9923
19,Female,Egyptian,Sharjah,Tier 2,Divorced,Bachelors,Employed Full-Time,14914,1,0,Weekly,In-Store,Luxury,17,2392,3,1,2.2,Facebook,0,1,20,54,9,10,41,1,6,1,0,0,1,1,6375
52,Female,Emirati,Abu Dhabi,Tier 1,Married,Bachelors,Employed Part-Time,4701,1,0,Rarely,In-Store,Home and Living,6,2082,2,0,0.5,Twitter X,1,0,26,13,2,6,54,3,0,1,1,0,0,1,1719
40,Male,Other,Abu Dhabi,Tier 1,Married,Masters,Self-Employed,12401,0,0,Monthly,Online,Fashion,14,2836,6,1,5.6,Snapchat,1,0,13,120,2,0,1,4,9,1,0,0,1,0,5757
34,Male,Indian,Ras Al Khaimah,Tier 3,Married,Masters,Self-Employed,18941,1,1,Weekly,Both,Groceries,18,1592,1,0,6.6,TikTok,0,0,21,59,5,4,25,5,5,0,0,0,1,1,6065
43,Male,Emirati,Abu Dhabi,Tier 1,Single,Bachelors,Self-Employed,10836,1,0,Rarely,Both,Luxury,14,1725,2,1,2.5,Instagram,0,1,29,4,2,5,80,0,4,1,0,1,1,1,3885
25,Female,Lebanese,Ajman,Tier 3,Married,Bachelors,Employed Full-Time,17304,1,1,Monthly,In-Store,Fashion,7,575,8,1,1.2,LinkedIn,1,0,1,80,10,6,15,2,5,0,0,1,0,1,6293
46,Female,Pakistani,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,14638,1,1,Weekly,Online,Sports,10,83,7,0,3.0,YouTube,1,1,22,60,5,6,75,0,0,1,1,0,0,1,6227
43,Female,Pakistani,Dubai,Tier 1,Married,PhD,Employed Full-Time,47236,1,1,Monthly,Online,Beauty,16,2849,1,1,2.7,TikTok,1,0,15,47,5,6,101,6,3,1,0,0,1,1,9990
27,Male,Indian,Ras Al Khaimah,Tier 3,Single,Bachelors,Unemployed,560,1,0,Monthly,In-Store,Fashion,7,1905,5,0,3.9,Instagram,0,0,22,77,7,1,103,5,7,0,1,1,1,1,5935
43,Female,Filipino,Abu Dhabi,Tier 1,Single,Diploma,Unemployed,1101,0,0,Bi-Weekly,Both,Sports,6,2877,2,0,2.5,Instagram,0,0,16,5,4,5,3,0,3,0,1,0,1,1,4234
51,Female,Indian,Dubai,Tier 1,Single,PhD,Self-Employed,48622,1,1,Monthly,Online,Fashion,6,2735,5,0,3.0,Facebook,1,1,14,36,2,8,45,7,9,1,1,0,0,1,19375
58,Female,Other,Dubai,Tier 1,Married,Masters,Employed Full-Time,16035,0,1,Weekly,Both,Groceries,7,1107,4,1,7.3,Instagram,0,1,29,19,8,6,45,7,7,0,0,0,1,1,2606
24,Female,Indian,Dubai,Tier 1,Single,Bachelors,Employed Full-Time,6551,1,0,Rarely,Online,Fashion,17,2892,9,0,3.0,Twitter X,1,1,28,30,1,6,51,3,7,1,1,0,1,1,7674
21,Female,Other,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,16550,0,0,Monthly,Online,Sports,8,455,3,0,6.4,YouTube,0,0,12,111,10,1,42,3,1,1,0,0,0,1,3541
62,Male,Filipino,Ajman,Tier 3,Married,High School,Student,2943,1,0,Monthly,Both,Luxury,2,1091,6,0,5.2,YouTube,1,0,28,41,1,6,39,0,5,1,1,0,1,0,2262
28,Male,Jordanian,Ras Al Khaimah,Tier 3,Married,High School,Self-Employed,12534,0,0,Daily,In-Store,Fashion,19,2525,9,1,3.0,Instagram,0,0,28,176,7,8,20,4,6,1,1,1,0,0,7626
46,Male,British,Ras Al Khaimah,Tier 3,Married,Masters,Student,4480,0,0,Bi-Weekly,Both,Luxury,7,342,6,0,6.6,YouTube,1,1,11,28,4,2,117,6,6,1,0,1,1,0,2247
53,Male,British,Dubai,Tier 1,Married,Bachelors,Employed Part-Time,6460,1,1,Monthly,Online,Electronics,12,1976,3,1,5.0,Facebook,0,1,6,31,3,1,87,0,0,1,1,1,1,0,3154
42,Female,Indian,Dubai,Tier 1,Married,High School,Employed Full-Time,15928,0,1,Monthly,Online,Beauty,3,2677,2,1,0.6,Instagram,0,0,28,171,1,5,79,5,3,1,0,0,0,0,8096
38,Female,Indian,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,7255,1,0,Rarely,Online,Beauty,4,2145,3,0,1.0,TikTok,1,0,19,137,8,1,18,7,6,0,1,0,0,1,7041
53,Male,Indian,Ajman,Tier 3,Married,PhD,Employed Full-Time,36164,0,0,Rarely,Online,Home and Living,11,1941,1,0,6.1,Facebook,1,1,19,12,8,0,116,4,5,1,0,0,1,1,14414
27,Male,Jordanian,Dubai,Tier 1,Married,Bachelors,Employed Part-Time,16281,1,1,Bi-Weekly,Both,Fashion,12,2181,3,1,3.8,YouTube,1,0,2,140,4,9,39,1,2,1,0,1,1,0,5349
54,Female,Jordanian,Abu Dhabi,Tier 1,Married,PhD,Employed Full-Time,46786,0,0,Rarely,Online,Electronics,19,656,3,0,3.5,Instagram,0,0,8,42,2,3,99,6,9,0,1,0,1,1,13542
26,Male,Pakistani,Sharjah,Tier 2,Single,Bachelors,Self-Employed,11754,0,1,Daily,Both,Beauty,19,2405,4,1,1.6,Instagram,1,0,2,90,4,8,29,1,9,1,1,1,1,0,6557
41,Male,Indian,Abu Dhabi,Tier 1,Married,Bachelors,Self-Employed,10940,1,0,Weekly,Both,Electronics,11,2349,0,1,1.7,TikTok,0,0,15,16,7,9,20,6,0,1,1,1,0,0,7155
52,Male,Indian,Dubai,Tier 1,Divorced,High School,Employed Full-Time,14722,1,0,Weekly,In-Store,Travel,13,1554,1,0,6.5,YouTube,0,0,19,99,4,2,42,3,4,0,1,0,0,1,4263
52,Male,Egyptian,Fujairah,Tier 3,Single,Bachelors,Employed Full-Time,7632,0,1,Monthly,Both,Fashion,1,229,7,1,6.7,YouTube,1,1,2,178,3,2,79,2,7,1,0,0,0,0,2385
53,Male,Pakistani,Fujairah,Tier 3,Single,Masters,Employed Full-Time,15727,0,1,Rarely,Online,Groceries,6,1383,7,0,4.7,Instagram,1,0,7,132,10,5,96,2,2,1,1,0,1,0,3030
35,Male,Lebanese,Dubai,Tier 1,Single,Bachelors,Self-Employed,4014,0,1,Weekly,Online,Groceries,16,2523,7,0,2.7,TikTok,0,0,7,115,1,5,12,5,4,1,0,0,0,0,5204
56,Male,Other,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,15581,1,0,Weekly,Both,Beauty,2,2097,4,1,7.5,LinkedIn,1,1,25,13,9,7,112,3,8,0,1,0,1,1,10844
49,Female,Indian,Fujairah,Tier 3,Single,Masters,Employed Full-Time,13616,1,0,Rarely,Online,Luxury,14,2136,7,0,5.2,Facebook,1,1,23,60,5,9,56,1,7,0,1,0,0,1,8611
41,Male,Pakistani,Dubai,Tier 1,Married,Masters,Student,3906,1,0,Bi-Weekly,Both,Beauty,18,865,8,1,6.5,YouTube,0,1,14,28,2,5,115,3,8,1,1,1,1,0,4379
40,Female,Pakistani,Dubai,Tier 1,Single,Masters,Employed Part-Time,33669,1,1,Bi-Weekly,Both,Electronics,17,2722,3,0,0.5,LinkedIn,1,0,4,109,6,7,12,1,4,1,1,0,0,1,9353
49,Male,Indian,Dubai,Tier 1,Single,Bachelors,Employed Full-Time,13971,1,1,Bi-Weekly,Both,Luxury,18,425,3,0,3.9,Instagram,0,1,12,140,2,7,89,4,2,1,1,0,0,0,2237
54,Male,Indian,Abu Dhabi,Tier 1,Married,Bachelors,Self-Employed,22333,1,1,Monthly,Both,Electronics,19,2002,6,0,7.0,Facebook,1,0,14,152,6,6,53,5,8,1,1,0,0,1,6152
29,Female,Emirati,Dubai,Tier 1,Single,Diploma,Self-Employed,12272,1,1,Rarely,In-Store,Home and Living,15,2138,4,1,3.0,Instagram,0,0,6,92,9,4,98,6,3,1,0,1,0,1,7495
30,Male,Other,Dubai,Tier 1,Divorced,PhD,Self-Employed,32092,1,1,Weekly,Both,Luxury,2,1743,9,1,5.9,Twitter X,1,1,11,129,2,3,8,1,0,0,0,0,0,1,3570
40,Male,Pakistani,Dubai,Tier 1,Single,Diploma,Employed Full-Time,12127,1,1,Weekly,Online,Fashion,4,1791,0,1,5.4,Snapchat,0,0,2,162,1,0,58,6,1,0,1,0,1,0,5935
42,Female,Pakistani,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,13210,0,1,Weekly,Both,Groceries,1,2144,7,1,1.6,YouTube,1,0,7,131,7,5,24,1,7,1,1,0,0,0,6033
52,Female,Other,Fujairah,Tier 3,Single,Masters,Self-Employed,18743,1,0,Daily,Online,Electronics,8,234,3,0,6.3,YouTube,1,1,9,22,8,7,109,1,1,0,0,0,0,1,2076
58,Male,Lebanese,Sharjah,Tier 2,Single,Bachelors,Employed Full-Time,19646,1,0,Bi-Weekly,Both,Luxury,14,121,7,1,1.3,Instagram,0,1,1,85,2,10,61,2,5,1,0,0,1,0,3794
47,Male,Indian,Ajman,Tier 3,Divorced,High School,Self-Employed,22208,1,1,Rarely,Both,Sports,11,2666,1,1,6.0,Instagram,1,1,7,27,4,3,1,7,4,0,1,0,0,1,10249
34,Female,Filipino,Abu Dhabi,Tier 1,Married,Masters,Student,4407,1,0,Monthly,Online,Fashion,14,1824,3,0,7.9,TikTok,1,1,21,149,8,6,89,1,8,1,0,0,0,1,1254
37,Male,Pakistani,Dubai,Tier 1,Single,Masters,Student,776,0,1,Rarely,Online,Groceries,16,623,1,1,7.7,LinkedIn,1,0,17,141,4,2,98,0,7,1,1,0,0,1,2589
42,Female,Lebanese,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,22897,1,1,Rarely,In-Store,Sports,10,2439,4,1,6.5,Twitter X,0,0,11,44,9,4,78,4,0,1,1,0,1,0,13333
39,Female,American,Ras Al Khaimah,Tier 3,Married,High School,Employed Full-Time,14322,0,0,Bi-Weekly,Both,Groceries,7,618,9,0,4.5,YouTube,1,0,21,80,1,6,100,6,2,1,1,1,0,0,4316
30,Female,British,Dubai,Tier 1,Single,Masters,Employed Full-Time,11308,1,1,Bi-Weekly,Both,Fashion,16,1013,9,1,5.6,Snapchat,0,0,26,110,10,10,70,2,4,0,0,0,0,1,6643
36,Male,Indian,Dubai,Tier 1,Single,High School,Self-Employed,12516,0,1,Bi-Weekly,Both,Beauty,4,1316,7,0,6.0,Instagram,0,0,25,24,7,8,45,6,7,0,1,0,1,1,6075
53,Female,Lebanese,Sharjah,Tier 2,Married,High School,Employed Full-Time,23874,1,1,Weekly,Both,Sports,12,2425,6,1,0.6,Instagram,1,1,17,174,3,8,9,0,6,1,1,0,0,1,10923
29,Male,Emirati,Dubai,Tier 1,Divorced,Bachelors,Employed Full-Time,18386,1,1,Bi-Weekly,Online,Groceries,12,2067,4,1,1.3,Instagram,1,0,18,17,10,6,112,2,1,0,0,0,0,1,9115
58,Male,Indian,Dubai,Tier 1,Divorced,High School,Employed Full-Time,17338,0,0,Bi-Weekly,Both,Electronics,2,2055,6,1,5.0,Facebook,0,0,26,5,3,3,1,2,6,1,0,0,0,1,8267
36,Male,Indian,Fujairah,Tier 3,Married,PhD,Employed Full-Time,18709,1,1,Bi-Weekly,In-Store,Luxury,6,202,4,1,0.5,YouTube,0,1,4,38,7,5,73,7,4,0,1,1,1,0,3787
29,Female,Emirati,Ajman,Tier 3,Married,Bachelors,Employed Full-Time,14203,0,1,Bi-Weekly,Online,Fashion,15,1328,6,1,7.3,TikTok,0,0,15,59,6,3,24,0,5,1,0,0,0,1,6300
26,Male,Indian,Dubai,Tier 1,Single,Bachelors,Employed Full-Time,8888,1,0,Weekly,In-Store,Beauty,15,778,3,1,4.2,LinkedIn,1,0,16,155,3,2,60,7,7,1,0,0,1,0,5015
24,Male,Jordanian,Fujairah,Tier 3,Single,PhD,Self-Employed,23834,0,1,Bi-Weekly,Both,Sports,16,1497,3,1,2.4,TikTok,1,0,8,105,2,8,103,7,4,0,1,0,1,1,11210
